PMID	Sample Type	Journal	Article Title	Abstract	Number of samples/patients
20843337	mouse fecal 16S	BMC gastroenterology	Lubiprostone ameliorates the cystic fibrosis mouse intestinal phenotype.	"Cystic fibrosis (CF) is caused by mutations in the CFTR gene that impair the function of CFTR, a cAMP-regulated anion channel. In the small intestine loss of CFTR function creates a dehydrated, acidic luminal environment which is believed to cause an accumulation of mucus, a phenotype characteristic of CF. CF mice have small intestinal bacterial overgrowth, an altered innate immune response, and impaired intestinal transit. We investigated whether lubiprostone, which can activate the CLC2 Cl- channel, would improve the intestinal phenotype in CF mice. Cftr(tm1UNC) (CF) and wildtype (WT) littermate mice on the C57BL/6J background were used. Lubiprostone (10 μg/kg-day) was administered by gavage for two weeks. Mucus accumulation was estimated from crypt lumen widths in periodic acid-Schiff base, Alcian blue stained sections. Luminal bacterial load was measured by qPCR for the bacterial 16S gene. Gastric emptying and small intestinal transit in fasted mice were assessed using gavaged rhodamine dextran. Gene expression was evaluated by Affymetrix Mouse430 2.0 microarray and qRT-PCR. Crypt width in control CF mice was 700% that of WT mice (P < 0.001). Lubiprostone did not affect WT crypt width but, unexpectedly, increased CF crypt width 22% (P = 0.001). Lubiprostone increased bacterial load in WT mice to 490% of WT control levels (P = 0.008). Conversely, lubiprostone decreased bacterial overgrowth in CF mice by 60% (P = 0.005). Lubiprostone increased gastric emptying at 20 min postgavage in both WT (P < 0.001) and CF mice (P < 0.001). Lubiprostone enhanced small intestinal transit in WT mice (P = 0.024) but not in CF mice (P = 0.377). Among other innate immune markers, expression of mast cell genes was elevated 4-to 40-fold in the CF intestine as compared to WT, and lubiprostone treatment of CF mice decreased expression to WT control levels. These results indicate that lubiprostone has some benefits for the CF intestinal phenotype, especially on bacterial overgrowth and the innate immune response. The unexpected observation of increased mucus accumulation in the crypts of lubiprostone-treated CF mice suggests the possibility that lubiprostone increases mucus secretion."	
22461702	human genomics	"Journal of immunology (Baltimore, Md. : 1950)"	Intracellular insulin-like growth factor-1 induces Bcl-2 expression in airway epithelial cells.	"Bcl-2, a prosurvival protein, regulates programmed cell death during development and repair processes, and it can be oncogenic when cell proliferation is deregulated. The present study investigated what factors modulate Bcl-2 expression in airway epithelial cells and identified the pathways involved. Microarray analysis of mRNA from airway epithelial cells captured by laser microdissection showed that increased expression of IL-1β and insulin-like growth factor-1 (IGF-1) coincided with induced Bcl-2 expression compared with controls. Treatment of cultured airway epithelial cells with IL-1β and IGF-1 induced Bcl-2 expression by increasing Bcl-2 mRNA stability with no discernible changes in promoter activity. Silencing the IGF-1 expression using short hairpin RNA showed that intracellular IGF-1 (IC-IGF-1) was increasing Bcl-2 expression. Blocking epidermal growth factor receptor or IGF-1R activation also suppressed IC-IGF-1 and abolished the Bcl-2 induction. Induced expression and colocalization of IC-IGF-1 and Bcl-2 were observed in airway epithelial cells of mice exposed to LPS or cigarette smoke and of patients with cystic fibrosis and chronic bronchitis but not in the respective controls. These studies demonstrate that IC-IGF-1 induces Bcl-2 expression in epithelial cells via IGF-1R and epidermal growth factor receptor pathways, and targeting IC-IGF-1 could be beneficial to treat chronic airway diseases."	
35612285	mouse fecal 16S	mBio	Microbiome-Independent Effects of Antibiotics in a Murine Model of Nosocomial Infections.	"Methicillin-resistant Staphylococcus aureus (MRSA) is one of the most common causes of hospital-acquired pneumonia. To better manage patients with MRSA pneumonia, we require a greater understanding of the host-pathogen interactions during infection. MRSA research focuses on highly virulent and cytotoxic strains, which demonstrate robust phenotypes in animal models of infection. However, nosocomial infections are often caused by hospital-acquired MRSA (HA-MRSA) isolates that exhibit low cytotoxicity and few or no phenotypes in mice, thereby confounding mechanistic studies of pathogenesis. Consequently, virulence pathways utilized by HA-MRSA in nosocomial pneumonia are largely unknown. Here, we report that conditioning mice with broad-spectrum antibiotics lowers the barrier to pneumonia, thereby transforming otherwise avirulent HA-MRSA isolates into lethal pathogens. HA-MRSA isolates are avirulent in gnotobiotic mice, mimicking results in conventional animals. Thus, the observed enhanced susceptibility to infection in antibiotic-treated mice is not due to depletion of the microbiota. More generally, we found that antibiotic conditioning leads to increased susceptibility to infection by diverse antimicrobial-resistant (AMR) pathogens of low virulence. Treatment with antibiotics leads to dehydration and malnutrition, suggesting a potential role for these clinically relevant and reducible hospital complications in susceptibility to pathogens. In sum, the model described here mitigates the impact of low virulence in immunocompetent mice, providing a convenient model to gain fundamental insight into the pathogenesis of nosocomial pathogens.  Antimicrobial-resistant (AMR) pathogens are responsible for over 2.8 million infections and over 35,000 deaths per year in the United States. To study these microbes, animal models that are susceptible to these pathogens are required. However, many of these pathogens exhibit low virulence in conventional mice, which has negatively impacted mechanistic studies. Here, we show that mice treated with antibiotics in their drinking water become exquisitely susceptible to low-virulence AMR pathogens. Surprisingly, the increased susceptibility was independent of the impact of antibiotics on the microbiome and seems to be due to an unintended consequence of antibiotic treatment: weight loss due to dehydration and caloric restriction. Unlike other models used to sensitize mice to low-virulence pathogens, our model does not reduce phagocyte numbers. Thus, here, we describe an immunocompetent mouse model to facilitate the identification of novel targets and accelerate the development of preventives and therapeutics to combat infections by AMR pathogens."	
31189969	human genomics	Scientific reports	Overexpression of miRNA-25-3p inhibits Notch1 signaling and TGF-β-induced collagen expression in hepatic stellate cells.	"During chronic liver injury hepatic stellate cells (HSCs), the principal source of extracellular matrix in the fibrotic liver, transdifferentiate into pro-fibrotic myofibroblast-like cells - a process potentially regulated by microRNAs (miRNAs). Recently, we found serum miRNA-25-3p (miR-25) levels were upregulated in children with Cystic Fibrosis (CF) without liver disease, compared to children with CF-associated liver disease and healthy individuals. Here we examine the role of miR-25 in HSC biology. MiR-25 was detected in the human HSC cell line LX-2 and in primary murine HSCs, and increased with culture-induced activation. Transient overexpression of miR-25 inhibited TGF-β and its type 1 receptor (TGFBR1) mRNA expression, TGF-β-induced Smad2 phosphorylation and subsequent collagen1α1 induction in LX-2 cells. Pull-down experiments with biotinylated miR-25 revealed Notch signaling (co-)activators ADAM-17 and FKBP14 as miR-25 targets in HSCs. NanoString analysis confirmed miR-25 regulation of Notch- and Wnt-signaling pathways. Expression of Notch signaling pathway components and endogenous Notch1 signaling was downregulated in miR-25 overexpressing LX-2 cells, as were components of Wnt signaling such as Wnt5a. We propose that miR-25 acts as a negative feedback anti-fibrotic control during HSC activation by reducing the reactivity of HSCs to TGF-β-induced collagen expression and modulating the cross-talk between Notch, Wnt and TGF-β signaling."	
35987275	human genomics	Journal of hepatology	Secretin alleviates biliary and liver injury during late-stage primary biliary cholangitis via restoration of secretory processes.	"Primary biliary cholangitis (PBC) is characterised by ductopenia, ductular reaction, impairment of anion exchanger 2 (AE2) and the 'bicarbonate umbrella'. Ductulo-canalicular junction (DCJ) derangement is hypothesised to promote PBC progression. The secretin (Sct)/secretin receptor (SR) axis regulates cystic fibrosis transmembrane receptor (CFTR) and AE2, thus promoting choleresis. We evaluated the role of Sct/SR signalling on biliary secretory processes and subsequent injury in a late-stage PBC mouse model and human samples. At 32 weeks of age, female and male wild-type and dominant-negative transforming growth factor beta receptor II (late-stage PBC model) mice were treated with Sct for 1 or 8 weeks. Bulk RNA-sequencing was performed in isolated cholangiocytes from mouse models. Biliary Sct/SR/CFTR/AE2 expression and bile bicarbonate levels were reduced in late-stage PBC mouse models and human samples. Sct treatment decreased bile duct loss, ductular reaction, inflammation, and fibrosis in late-stage PBC models. Sct reduced hepatic bile acid levels, modified bile acid composition, and restored the DCJ and 'bicarbonate umbrella'. RNA-sequencing identified that Sct promoted mature epithelial marker expression, specifically anterior grade protein 2 (Agr2). Late-stage PBC models and human samples exhibited reduced biliary mucin 1 levels, which were enhanced by Sct treatment. Loss of Sct/SR signalling in late-stage PBC results in a faulty 'bicarbonate umbrella' and reduced Agr2-mediated mucin production. Sct restores cholangiocyte secretory processes and DCJ formation through enhanced mature cholangiocyte phenotypes and bile duct growth. Sct treatment may be beneficial for individuals with late-stage PBC. Secretin (Sct) regulates biliary proliferation and bicarbonate secretion in cholangiocytes via its receptor, SR, and in mouse models and human samples of late-stage primary biliary cholangitis (PBC), the Sct/SR axis is blunted along with loss of the protective 'bicarbonate umbrella'. We found that both short- and long-term Sct treatment ameliorated ductular reaction, immune cell influx, and liver fibrosis in late-stage PBC mouse models. Importantly, Sct treatment promoted bicarbonate and mucin secretion and hepatic bile acid efflux, thus reducing cholestatic and toxic bile acid-associated injury in late-stage PBC mouse models. Our work perpetuates the hypothesis that PBC pathogenesis hinges on secretory defects, and restoration of secretory processes that promote the 'bicarbonate umbrella' may be important for amelioration of PBC-associated damage."	
27822512	human genomics	mSystems	"{'i': 'Pseudomonas aeruginosa', '#text': 'ADAGE-Based Integration of Publicly Available  Gene Expression Data with Denoising Autoencoders Illuminates Microbe-Host Interactions.'}"	"The increasing number of genome-wide assays of gene expression available from public databases presents opportunities for computational methods that facilitate hypothesis generation and biological interpretation of these data. We present an unsupervised machine learning approach, ADAGE (nalysis using enoising utoencoders of ene xpression), and apply it to the publicly available gene expression data compendium for . In this approach, the machine-learned ADAGE model contained 50 nodes which we predicted would correspond to gene expression patterns across the gene expression compendium. While no biological knowledge was used during model construction, cooperonic genes had similar weights across nodes, and genes with similar weights across nodes were significantly more likely to share KEGG pathways. By analyzing newly generated and previously published microarray and transcriptome sequencing data, the ADAGE model identified differences between strains, modeled the cellular response to low oxygen, and predicted the involvement of biological processes based on low-level gene expression differences. ADAGE compared favorably with traditional principal component analysis and independent component analysis approaches in its ability to extract validated patterns, and based on our analyses, we propose that these approaches differ in the types of patterns they preferentially identify. We provide the ADAGE model with analysis of all publicly available  GeneChip experiments and open source code for use with other species and settings. Extraction of consistent patterns across large-scale collections of genomic data using methods like ADAGE provides the opportunity to identify general principles and biologically important patterns in microbial biology. This approach will be particularly useful in less-well-studied microbial species.  The quantity and breadth of genome-scale data sets that examine RNA expression in diverse bacterial and eukaryotic species are increasing more rapidly than for curated knowledge. Our ADAGE method integrates such data without requiring gene function, gene pathway, or experiment labeling, making practical its application to any large gene expression compendium. We built a  ADAGE model from a diverse set of publicly available experiments without any prespecified biological knowledge, and this model was accurate and predictive. We provide ADAGE results for the complete  GeneChip compendium for use by researchers studying  and source code that facilitates ADAGE's application to other species and data types. : An author video summary of this article is available."	
37982452	human genomics	"Development (Cambridge, England)"	Aberrant centrosome biogenesis disrupts nephron and collecting duct progenitor growth and fate resulting in fibrocystic kidney disease.	"Mutations that disrupt centrosome biogenesis or function cause congenital kidney developmental defects and fibrocystic pathologies. Yet how centrosome dysfunction results in the kidney disease phenotypes remains unknown. Here, we examined the consequences of conditional knockout of the ciliopathy gene Cep120, essential for centrosome duplication, in the nephron and collecting duct progenitor niches of the mouse embryonic kidney. Cep120 loss led to reduced abundance of both cap mesenchyme and ureteric bud populations, due to a combination of delayed mitosis, increased apoptosis and premature differentiation of progenitor cells. These defects resulted in dysplastic kidneys at birth, which rapidly formed cysts, displayed increased interstitial fibrosis and decline in kidney function. RNA sequencing of embryonic and postnatal kidneys from Cep120-null mice identified changes in the pathways essential for development, fibrosis and cystogenesis. Our study defines the cellular and developmental defects caused by centrosome dysfunction during kidney morphogenesis and identifies new therapeutic targets for patients with renal centrosomopathies."	
31664087	human genomics	Scientific reports	Microarray profiling identifies extracellular circulating miRNAs dysregulated in cystic fibrosis.	"Extracellular circulating miRNAs (ECmiRNAs) play a crucial role in cell-to-cell communication and serve as non-invasive biomarkers in a wide range of diseases, but their abundance and functional relevance in cystic fibrosis (CF) remain poorly understood. In this study, we employed microarray technology to identify aberrantly expressed plasma ECmiRNAs in CF and elucidate the functional relevance of their targets. Overall, we captured several ECmiRNAs abundantly expressed in CF. Expression levels of 11 ECmiRNAs differed significantly between CF and healthy control (HC) samples (FDR < 0.05, log2 FC≥2). Among these, 10 were overexpressed while only hsa-miR-598-3p was underexpressed in CF. The overexpressed miRNAs included three let-7 family members (hsa-let-7b-5p, hsa-let-7c-5p and hsa-let-7d-5p), three 103/107 family members (hsa-mir-103a-3p; hsa-mir-103b; hsa-mir-107), hsa-miR-486-5p, and other miRNAs. Using in silico methods, we identified 2,505 validated targets of the 11 differentially expressed miRNAs. Hsa-let-7b-5p was the most important hub in the network analysis. The top-ranked validated targets were involved in miRNA biogenesis and gene expression, including AGO1, DICER1, HMGA1, and MYC. The top pathways influenced by all targets were primarily signal transduction pathways associated with CF, including PI3K/Akt-, Wnt/β catenin-, glucocorticoid receptor-, and mTor signaling pathways. Our results suggest ECmiRNAs may be clinically relevant in CF and warrant further study."	
26227600	microbial genomics	Genome announcements	"Draft Genome Sequences of Five Pseudomonas fluorescens Subclade I and II Strains, Isolated from Human Respiratory Samples."	"We report the draft genomes of five Pseudomonas fluorescens strains, isolated from clinical samples. Phylogenetic analysis places three in subclade I and two in subclade II of the P. fluorescens species complex. The average G+C content and genomic size are 63% and 7.1 Mbp (subclade I) and 59.6% and 6.14 Mbp (subclade II), respectively."	
19393329	microbial genomics	Pulmonary pharmacology & therapeutics	"A low concentration of azithromycin inhibits the mRNA expression of N-acyl homoserine lactone synthesis enzymes, upstream of lasI or rhlI, in Pseudomonas aeruginosa."	"Low-dose macrolides are effective therapy in patients with chronic lung infections, but the mechanisms of action are unclear. In this study, we performed DNA microarray analysis of Pseudomonas aeruginosa after treatment with a low concentration of azithromycin. We found that a sub-MIC of azithromycin didn't change mRNA expression of quorum-sensing related genes (lasI, lasR, rhlI, rhlR, vft, rsaL), but lowered expression of most N-acyl homoserine lactone (AHL) synthesis enzymes upstream of lasI and rhlI. We propose that small down regulation of these enzymes cumulatively resulted in a larger decrease of AHL production and inhibition of quorum-sensing in P. aeruginosa."	
34166230	human genomics	The Journal of clinical investigation	Inflammatory cytokines TNF-α and IL-17 enhance the efficacy of cystic fibrosis transmembrane conductance regulator modulators.	"Without cystic fibrosis transmembrane conductance regulator-mediated (CFTR-mediated) HCO3- secretion, airway epithelia of newborns with cystic fibrosis (CF) produce an abnormally acidic airway surface liquid (ASL), and the decreased pH impairs respiratory host defenses. However, within a few months of birth, ASL pH increases to match that in non-CF airways. Although the physiological basis for the increase is unknown, this time course matches the development of inflammation in CF airways. To learn whether inflammation alters CF ASL pH, we treated CF epithelia with TNF-α and IL-17 (TNF-α+IL-17), 2 inflammatory cytokines that are elevated in CF airways. TNF-α+IL-17 markedly increased ASL pH by upregulating pendrin, an apical Cl-/HCO3- exchanger. Moreover, when CF epithelia were exposed to TNF-α+IL-17, clinically approved CFTR modulators further alkalinized ASL pH. As predicted by these results, in vivo data revealed a positive correlation between airway inflammation and CFTR modulator-induced improvement in lung function. These findings suggest that inflammation is a key regulator of HCO3- secretion in CF airways. Thus, they explain earlier observations that ASL pH increases after birth and indicate that, for similar levels of inflammation, the pH of CF ASL is abnormally acidic. These results also suggest that a non-cell-autonomous mechanism, airway inflammation, is an important determinant of the response to CFTR modulators."	
26701908	human genomics	eLife	Unravelling druggable signalling networks that control F508del-CFTR proteostasis.	"Cystic fibrosis (CF) is caused by mutations in CF transmembrane conductance regulator (CFTR). The most frequent mutation (F508del-CFTR) results in altered proteostasis, that is, in the misfolding and intracellular degradation of the protein. The F508del-CFTR proteostasis machinery and its homeostatic regulation are well studied, while the question whether 'classical' signalling pathways and phosphorylation cascades might control proteostasis remains barely explored. Here, we have unravelled signalling cascades acting selectively on the F508del-CFTR folding-trafficking defects by analysing the mechanisms of action of F508del-CFTR proteostasis regulator drugs through an approach based on transcriptional profiling followed by deconvolution of their gene signatures. Targeting multiple components of these signalling pathways resulted in potent and specific correction of F508del-CFTR proteostasis and in synergy with pharmacochaperones. These results provide new insights into the physiology of cellular proteostasis and a rational basis for developing effective pharmacological correctors of the F508del-CFTR defect."	
32684439	human genomics	Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society	Ivacaftor or lumacaftor/ivacaftor treatment does not alter the core CF airway epithelial gene response to rhinovirus.	"Aberrant responses by the cystic fibrosis airway epithelium during viral infection may underly the clinical observations. Whether CFTR modulators affect antiviral responses by CF epithelia is presently unknown. We tested the hypothesis that treatment of CF epithelial cells with ivacaftor (Iva) or ivacaftor/lumacaftor (Iva/Lum) would improve control of rhinovirus infection. Nineteen CF epithelial cultures (10 homozygous for p.Phe508del as CFTR Class 2, 9 p.Phe508del/p.Gly551Asp as Class 3) were infected with rhinovirus 1B at multiplicity of infection 12 for 24 h. Culture RNA and supernatants were harvested to assess gene and protein expression respectively. RNA-seq analysis comparing rhinovirus infected cultures to control identified 796 and 629 differentially expressed genes for Class 2 and Class 3, respectively. This gene response was highly conserved when cells were treated with CFTR modulators and were predicted to be driven by the same interferon-pathway transcriptional regulators (IFNA, IFNL1, IFNG, IRF7, STAT1). Direct comparisons between treated and untreated infected cultures did not yield any differentially expressed genes for Class 3 and only 68 genes for Class 2. Changes were predominantly related to regulators of lipid metabolism and inflammation, aspects of epithelial biology known to be dysregulated in CF. In addition, CFTR modulators did not affect viral copy number, or levels of pro-inflammatory cytokines produced post-infection. Though long-term clinical data is not yet available, results presented here suggest that first generation CFTR modulators do not interfere with core airway epithelial responses to rhinovirus infection. Future work should investigate the latest triple modulation therapies."	
34680949	human genomics	Genes	"{'i': ['SCNN1B', 'CFTR'], '#text': 'Consistent Assignment of Risk and Benign Allele at rs2303153 in the CF Modifier Gene  in Three Independent F508del- Homozygous Patient Populations.'}"	"encodes for a chloride and bicarbonate channel expressed at the apical membrane of polarized epithelial cells. Transepithelial sodium transport mediated by the amiloride-sensitive sodium channel ENaC is thought to contribute to the manifestation of CF disease. Thus, ENaC is a therapeutic target in CF and a valid cystic fibrosis modifier gene. We have characterized  as a genetic modifier in the three independent patient cohorts of F508del- homozygotes. We could identify a regulatory element at  to the genomic segment rs168748-rs2303153-rs4968000 by fine-mapping (Pbest = 0.0177), consistently observing the risk allele rs2303153-C and the contrasting benign allele rs2303153-G in all three patient cohorts. Furthermore, our results show that expression levels of SCNN1B are associated with rs2303153 genotype in intestinal epithelia ( = 0.003). Our data confirm that the well-established biological role of SCNN1B can be recognized by an association study on informative endophenotypes in the rare disease cystic fibrosis and calls attention to reproducible results in association studies obtained from small, albeit carefully characterized patient populations."	
30445062	human genomics	The Journal of allergy and clinical immunology	Transcriptional and functional diversity of human macrophage repolarization.	"Macrophage plasticity allows cells to adopt different phenotypes, a property with important implications in disorders such as cystic fibrosis (CF) and asthma. We sought to examine the transcriptional and functional significance of macrophage repolarization from an M1 to an M2 phenotype and assess the role of a common human genetic disorder (CF) and a prototypical allergic disease (asthma) in this transformation. Monocyte-derived macrophages were collected from healthy subjects and patients with CF and polarized to an M2 state by using IL-4, IL-10, glucocorticoids, apoptotic PMNs, or azithromycin. We performed transcriptional profiling and pathway analysis for each stimulus. We assessed the ability of M2-repolarized macrophages to respond to LPS rechallenge and clear apoptotic neutrophils and used murine models to determine conserved functional responses to IL-4 and IL-10. We investigated whether M2 signatures were associated with alveolar macrophage phenotypes in asthmatic patients. We found that macrophages exhibit highly diverse responses to distinct M2-polarizing stimuli. Specifically, IL-10 activated proinflammatory pathways and abrogated LPS tolerance, allowing rapid restoration of LPS responsiveness. In contrast, IL-4 enhanced LPS tolerance, dampening proinflammatory responses after repeat LPS challenge. A common theme observed across all M2 stimuli was suppression of interferon-associated pathways. We found that CF macrophages had intact reparative and transcriptional responses, suggesting that macrophage contributions to CF-related lung disease are primarily shaped by their environment. Finally, we leveraged in vitro-derived signatures to show that allergen provocation induces distinct M2 state transcriptional patterns in alveolar macrophages. Our findings highlight the diversity of macrophage polarization, attribute functional consequences to different M2 stimuli, and provide a framework to phenotype macrophages in disease states."	
28510592	human genomics	PLoS biology	Alteration of protein function by a silent polymorphism linked to tRNA abundance.	"Synonymous single nucleotide polymorphisms (sSNPs) are considered neutral for protein function, as by definition they exchange only codons, not amino acids. We identified an sSNP that modifies the local translation speed of the cystic fibrosis transmembrane conductance regulator (CFTR), leading to detrimental changes to protein stability and function. This sSNP introduces a codon pairing to a low-abundance tRNA that is particularly rare in human bronchial epithelia, but not in other human tissues, suggesting tissue-specific effects of this sSNP. Up-regulation of the tRNA cognate to the mutated codon counteracts the effects of the sSNP and rescues protein conformation and function. Our results highlight the wide-ranging impact of sSNPs, which invert the programmed local speed of mRNA translation and provide direct evidence for the central role of cellular tRNA levels in mediating the actions of sSNPs in a tissue-specific manner."	
24014664	microbial genomics	"Microbiology (Reading, England)"	Modulation of gene expression by Pseudomonas aeruginosa during chronic infection in the adult cystic fibrosis lung.	"Chronic Pseudomonas aeruginosa infection is the leading cause of morbidity and mortality in cystic fibrosis (CF) patients. P. aeruginosa isolates undergo significant transcriptomic and proteomic modulation as they adapt to the niche environment of the CF lung and the host defences. This study characterized the in vitro virulence of isogenic strain pairs of P. aeruginosa epidemic or frequent clonal complexes (FCCs) and non-epidemic or infrequent clonal complexes (IFCCs) that were collected 5-8 years apart from five chronically infected adult CF patients. Strains showed a significant decrease in virulence over the course of chronic infection using a Caenorhabditis elegans slow-killing assay and in phenotypic tests for important virulence factors. This decrease in virulence correlated with numerous differentially expressed genes such as oprG, lasB, rsaL and lecB. Microarray analysis identified a large genomic island deletion in the IFCC strain pair that included type three secretion system effector and fimbrial subunit genes. This study presents novel in vitro data to examine the transcriptomic profiles of sequentially collected P. aeruginosa from CF adults. The genes with virulence-related functions identified here present potential targets for new therapies and vaccines against FCCs and IFCCs."	
19222585	microbial genomics	FEMS microbiology letters	Gene expression characteristics of a cystic fibrosis epidemic strain of Pseudomonas aeruginosa during biofilm and planktonic growth.	"Epidemic Pseudomonas aeruginosa have been identified in cystic fibrosis (CF) patients worldwide. The Australian Epidemic Strain-2 (AES-2) infects up to 40% of patients in three eastern Australian CF clinics. To investigate whether AES-2 isolates from chronically infected CF adults differentially express well-conserved genes potentially associated with transmissibility, we compared the transcriptomes of planktonic and biofilm-grown AES-2, infrequent P. aeruginosa clones and the reference P. aeruginosa PAO1 using the Affymetrix PAO1 array. The most interesting findings emerged from comparisons of planktonic and biofilm AES-2. AES-2 biofilms upregulated Type III secretion system genes, but downregulated quorum-sensing (QS)-regulatory genes, except lasR, QS-regulated, oxidative-stress and iron-storage genes. QS-regulated and iron-storage genes were downregulated to a greater extent in AES-2 biofilms compared with infrequent clone and PAO1 biofilms, suggesting enhanced anaerobic respiration in AES-2. Chitinase and chitin-binding protein maintained high expression in AES-2 biofilms compared with infrequent clone and PAO1 biofilms. Planktonic AES-2 upregulated QS regulators and QS-regulated genes, iron acquisition and aerobic respiration genes, and had high expression of Group III Type IV pilA compared with low expression of Group I Type IV pilA in infrequent clones. Together, these properties may enhance long-term survival of AES-2 in CF lung and contribute to its transmissibility."	
25330091	microbial genomics	PLoS genetics	Coexistence and within-host evolution of diversified lineages of hypermutable Pseudomonas aeruginosa in long-term cystic fibrosis infections.	"The advent of high-throughput sequencing techniques has made it possible to follow the genomic evolution of pathogenic bacteria by comparing longitudinally collected bacteria sampled from human hosts. Such studies in the context of chronic airway infections by Pseudomonas aeruginosa in cystic fibrosis (CF) patients have indicated high bacterial population diversity. Such diversity may be driven by hypermutability resulting from DNA mismatch repair system (MRS) deficiency, a common trait evolved by P. aeruginosa strains in CF infections. No studies to date have utilized whole-genome sequencing to investigate within-host population diversity or long-term evolution of mutators in CF airways. We sequenced the genomes of 13 and 14 isolates of P. aeruginosa mutator populations from an Argentinian and a Danish CF patient, respectively. Our collection of isolates spanned 6 and 20 years of patient infection history, respectively. We sequenced 11 isolates from a single sample from each patient to allow in-depth analysis of population diversity. Each patient was infected by clonal populations of bacteria that were dominated by mutators. The in vivo mutation rate of the populations was ∼100 SNPs/year-∼40-fold higher than rates in normo-mutable populations. Comparison of the genomes of 11 isolates from the same sample showed extensive within-patient genomic diversification; the populations were composed of different sub-lineages that had coexisted for many years since the initial colonization of the patient. Analysis of the mutations identified genes that underwent convergent evolution across lineages and sub-lineages, suggesting that the genes were targeted by mutation to optimize pathogenic fitness. Parallel evolution was observed in reduction of overall catabolic capacity of the populations. These findings are useful for understanding the evolution of pathogen populations and identifying new targets for control of chronic infections."	
28922614	microbial genomics	Canadian journal of microbiology	MexXY efflux pump overexpression and aminoglycoside resistance in cystic fibrosis isolates of Pseudomonas aeruginosa from chronic infections.	"In this study, we analyzed 15 multidrug-resistant cystic fibrosis isolates of Pseudomonas aeruginosa from chronic lung infections for expression of 4 different multidrug efflux systems (MexAB-OprM, MexCD-OprJ, MexEF-OprN, and MexXY), using quantitative reverse transcriptase PCR. Overexpression of MexXY pump was observed in all of the isolates tested. Analysis of regulatory genes that control the expression of these 4 efflux pumps revealed a number of previously uncharacterized mutations. Our work shows that MexXY pump overexpression is common in cystic fibrosis isolates and could be contributing to their reduced aminoglycoside susceptibility. Further, we also identified novel mutations in the regulatory genes of the 4 abovementioned Resistance-Nodulation-Division superfamily pumps that may be involved in the overexpression of these pumps."	
24223838	pig genomics	PloS one	In search of epigenetic marks in testes and sperm cells of differentially fed boars.	"In search of transmittable epigenetic marks we investigated gene expression in testes and sperm cells of differentially fed F0 boars from a three generation pig feeding experiment that showed phenotypic differences in the F2 generation. RNA samples from 8 testes of boars that received either a diet enriched in methylating micronutrients or a control diet were analyzed by microarray analysis. We found moderate differential expression between testes of differentially fed boars with a high FDR of 0.82 indicating that most of the differentially expressed genes were false positives. Nevertheless, we performed a pathway analysis and found disparate pathway maps of development_A2B receptor: action via G-protein alpha s, cell adhesion_Tight junctions and cell adhesion_Endothelial cell contacts by junctional mechanisms which show inconclusive relation to epigenetic inheritance. Four RNA samples from sperm cells of these differentially fed boars were analyzed by RNA-Seq methodology. We found no differential gene expression in sperm cells of the two groups (adjusted P-value>0.05). Nevertheless, we also explored gene expression in sperm by a pathway analysis showing that genes were enriched for the pathway maps of bacterial infections in cystic fibrosis (CF) airways, glycolysis and gluconeogenesis p.3 and cell cycle_Initiation of mitosis. Again, these pathway maps are miscellaneous without an obvious relationship to epigenetic inheritance. It is concluded that the methylating micronutrients moderately if at all affects RNA expression in testes of differentially fed boars. Furthermore, gene expression in sperm cells is not significantly affected by extensive supplementation of methylating micronutrients and thus RNA molecules could not be established as the epigenetic mark in this feeding experiment."	
37877517	microbial genomics	Emerging infectious diseases	"Outbreak of Pandoraea commovens Infections among Non-Cystic Fibrosis Intensive Care Patients, Germany, 2019-2021."	"Pandoraea spp. are gram-negative, nonfermenting rods mainly known to infect patients with cystic fibrosis (CF). Outbreaks have been reported from several CF centers. We report a Pandoraea spp. outbreak comprising 24 non-CF patients at a large university hospital and a neighboring heart center in Germany during July 2019-December 2021. Common features in the patients were critical illness, invasive ventilation, antimicrobial pretreatment, and preceding surgery. Complicated and relapsing clinical courses were observed in cases with intraabdominal infections but not those with lower respiratory tract infections. Genomic analysis of 15 isolates identified Pandoraea commovens as the genetically most similar species and confirmed the clonality of the outbreak strain, designated P. commovens strain LB-19-202-79. The strain exhibited resistance to most antimicrobial drugs except ampicillin/sulbactam, imipenem, and trimethoprim/sulfamethoxazole. Our findings suggest Pandoraea spp. can spread among non-CF patients and underscore that clinicians and microbiologists should be vigilant in detecting and assessing unusual pathogens."	
35873457		Frontiers in genetics	"{'i': ['Pseudomonas aeruginosa', 'Staphylococcus aureus'], '#text': 'Unveiling Co-Infection in Cystic Fibrosis Airways: Transcriptomic Analysis of  and  Dual-Species Biofilms.'}"		
